"ID";"EigenaarHuurder";"HuishoudensEnWoningkenmerken";"RegioS";"Perioden";"TotaleWoonlasten_2";"NettoWoonlasten_3";"BijkomendeWoonlasten_4";"Woonquote_5"
"282803";"A047048";"ZW10290";"GM0882";"2021JJ00";"     900";"     665";"     234";"    38.6"
"282804";"A047048";"ZW10290";"GM0882";"2022JJ00";"     891";"     687";"     205";"    36.1"
"282805";"A047048";"ZW10290";"GM0415";"2018JJ00";"";"";"";"       ."
"282806";"A047048";"ZW10290";"GM0415";"2019JJ00";"";"";"";"       ."
"282807";"A047048";"ZW10290";"GM0415";"2020JJ00";"";"";"";"       ."
"282808";"A047048";"ZW10290";"GM0415";"2021JJ00";"    1376";"    1125";"     250";"    44.0"
"282809";"A047048";"ZW10290";"GM0415";"2022JJ00";"";"";"";"       ."
"282810";"A047048";"ZW10290";"GM0416";"2018JJ00";"     872";"     666";"     206";"    38.6"
"282811";"A047048";"ZW10290";"GM0416";"2019JJ00";"     933";"     710";"     223";"    38.1"
"282812";"A047048";"ZW10290";"GM0416";"2020JJ00";"";"";"";"       ."
"282813";"A047048";"ZW10290";"GM0416";"2021JJ00";"     947";"     727";"     220";"    36.5"
"282814";"A047048";"ZW10290";"GM0416";"2022JJ00";"";"";"";"       ."
"282815";"A047048";"ZW10290";"GM1621";"2018JJ00";"";"";"";"       ."
"282816";"A047048";"ZW10290";"GM1621";"2019JJ00";"";"";"";"       ."
"282817";"A047048";"ZW10290";"GM1621";"2020JJ00";"";"";"";"       ."
"282818";"A047048";"ZW10290";"GM1621";"2021JJ00";"    1262";"    1035";"     227";"    37.5"
"282819";"A047048";"ZW10290";"GM1621";"2022JJ00";"    1267";"    1067";"     199";"    36.2"
"282820";"A047048";"ZW10290";"GM0417";"2018JJ00";"";"";"";"       ."
"282821";"A047048";"ZW10290";"GM0417";"2019JJ00";"    1234";"     978";"     255";"    42.7"
"282822";"A047048";"ZW10290";"GM0417";"2020JJ00";"";"";"";"       ."
"282823";"A047048";"ZW10290";"GM0417";"2021JJ00";"";"";"";"       ."
"282824";"A047048";"ZW10290";"GM0417";"2022JJ00";"";"";"";"       ."
"282825";"A047048";"ZW10290";"GM0022";"2018JJ00";"     909";"     685";"     225";"    35.4"
"282826";"A047048";"ZW10290";"GM0022";"2019JJ00";"";"";"";"       ."
"282827";"A047048";"ZW10290";"GM0022";"2020JJ00";"";"";"";"       ."
"282828";"A047048";"ZW10290";"GM0022";"2021JJ00";"";"";"";"       ."
"282829";"A047048";"ZW10290";"GM0022";"2022JJ00";"";"";"";"       ."
"282830";"A047048";"ZW10290";"GM0545";"2018JJ00";"";"";"";"       ."
"282831";"A047048";"ZW10290";"GM0545";"2019JJ00";"";"";"";"       ."
"282832";"A047048";"ZW10290";"GM0545";"2020JJ00";"";"";"";"       ."
"282833";"A047048";"ZW10290";"GM0545";"2021JJ00";"";"";"";"       ."
"282834";"A047048";"ZW10290";"GM0545";"2022JJ00";"";"";"";"       ."
"282835";"A047048";"ZW10290";"GM0080";"2018JJ00";"     802";"     601";"     201";"    35.8"
"282836";"A047048";"ZW10290";"GM0080";"2019JJ00";"     818";"     606";"     212";"    35.5"
"282837";"A047048";"ZW10290";"GM0080";"2020JJ00";"     823";"     626";"     197";"    34.3"
"282838";"A047048";"ZW10290";"GM0080";"2021JJ00";"     861";"     647";"     214";"    34.8"
"282839";"A047048";"ZW10290";"GM0080";"2022JJ00";"     846";"     667";"     179";"    31.1"
"282840";"A047048";"ZW10290";"GM0546";"2018JJ00";"     960";"     771";"     189";"    36.8"
"282841";"A047048";"ZW10290";"GM0546";"2019JJ00";"    1021";"     819";"     201";"    35.9"
"282842";"A047048";"ZW10290";"GM0546";"2020JJ00";"    1026";"     839";"     187";"    35.8"
"282843";"A047048";"ZW10290";"GM0546";"2021JJ00";"    1094";"     890";"     205";"    36.5"
"282844";"A047048";"ZW10290";"GM0546";"2022JJ00";"";"";"";"       ."
"282845";"A047048";"ZW10290";"GM0547";"2018JJ00";"";"";"";"       ."
"282846";"A047048";"ZW10290";"GM0547";"2019JJ00";"";"";"";"       ."
"282847";"A047048";"ZW10290";"GM0547";"2020JJ00";"";"";"";"       ."
"282848";"A047048";"ZW10290";"GM0547";"2021JJ00";"";"";"";"       ."
"282849";"A047048";"ZW10290";"GM0547";"2022JJ00";"";"";"";"       ."
"282850";"A047048";"ZW10290";"GM1916";"2018JJ00";"";"";"";"       ."
"282851";"A047048";"ZW10290";"GM1916";"2019JJ00";"";"";"";"       ."
"282852";"A047048";"ZW10290";"GM1916";"2020JJ00";"";"";"";"       ."
"282853";"A047048";"ZW10290";"GM1916";"2021JJ00";"";"";"";"       ."
"282854";"A047048";"ZW10290";"GM1916";"2022JJ00";"";"";"";"       ."
"282855";"A047048";"ZW10290";"GM0995";"2018JJ00";"     870";"     662";"     208";"    36.6"
"282856";"A047048";"ZW10290";"GM0995";"2019JJ00";"     911";"     693";"     219";"    36.1"
"282857";"A047048";"ZW10290";"GM0995";"2020JJ00";"";"";"";"       ."
"282858";"A047048";"ZW10290";"GM0995";"2021JJ00";"     985";"     774";"     211";"    35.5"
"282859";"A047048";"ZW10290";"GM0995";"2022JJ00";"";"";"";"       ."
"282860";"A047048";"ZW10290";"GM1640";"2018JJ00";"     917";"     702";"     214";"    40.9"
"282861";"A047048";"ZW10290";"GM1640";"2019JJ00";"     949";"     721";"     228";"    40.5"
"282862";"A047048";"ZW10290";"GM1640";"2020JJ00";"";"";"";"       ."
"282863";"A047048";"ZW10290";"GM1640";"2021JJ00";"     980";"     755";"     225";"    38.6"
"282864";"A047048";"ZW10290";"GM1640";"2022JJ00";"";"";"";"       ."
"282865";"A047048";"ZW10290";"GM0327";"2018JJ00";"    1049";"     844";"     205";"    37.3"
"282866";"A047048";"ZW10290";"GM0327";"2019JJ00";"    1075";"     866";"     209";"    35.9"
"282867";"A047048";"ZW10290";"GM0327";"2020JJ00";"    1101";"     901";"     199";"    35.9"
"282868";"A047048";"ZW10290";"GM0327";"2021JJ00";"    1142";"     929";"     214";"    35.4"
"282869";"A047048";"ZW10290";"GM0327";"2022JJ00";"    1181";"     976";"     205";"    34.1"
"282870";"A047048";"ZW10290";"GM0733";"2018JJ00";"";"";"";"       ."
"282871";"A047048";"ZW10290";"GM0733";"2019JJ00";"";"";"";"       ."
"282872";"A047048";"ZW10290";"GM0733";"2020JJ00";"";"";"";"       ."
"282873";"A047048";"ZW10290";"GM0733";"2021JJ00";"";"";"";"       ."
"282874";"A047048";"ZW10290";"GM0733";"2022JJ00";"";"";"";"       ."
"282875";"A047048";"ZW10290";"GM1705";"2018JJ00";"    1018";"     782";"     237";"    40.7"
"282876";"A047048";"ZW10290";"GM1705";"2019JJ00";"    1045";"     811";"     234";"    38.8"
"282877";"A047048";"ZW10290";"GM1705";"2020JJ00";"    1055";"     834";"     221";"    38.2"
"282878";"A047048";"ZW10290";"GM1705";"2021JJ00";"    1085";"     851";"     233";"    38.2"
"282879";"A047048";"ZW10290";"GM1705";"2022JJ00";"";"";"";"       ."
"282880";"A047048";"ZW10290";"GM0553";"2018JJ00";"";"";"";"       ."
"282881";"A047048";"ZW10290";"GM0553";"2019JJ00";"";"";"";"       ."
"282882";"A047048";"ZW10290";"GM0553";"2020JJ00";"";"";"";"       ."
"282883";"A047048";"ZW10290";"GM0553";"2021JJ00";"";"";"";"       ."
"282884";"A047048";"ZW10290";"GM0553";"2022JJ00";"";"";"";"       ."
"282885";"A047048";"ZW10290";"GM0262";"2018JJ00";"";"";"";"       ."
"282886";"A047048";"ZW10290";"GM0262";"2019JJ00";"";"";"";"       ."
"282887";"A047048";"ZW10290";"GM0262";"2020JJ00";"";"";"";"       ."
"282888";"A047048";"ZW10290";"GM0262";"2021JJ00";"    1095";"     816";"     279";"    37.9"
"282889";"A047048";"ZW10290";"GM0262";"2022JJ00";"";"";"";"       ."
"282890";"A047048";"ZW10290";"GM0809";"2018JJ00";"     986";"     765";"     222";"    39.1"
"282891";"A047048";"ZW10290";"GM0809";"2019JJ00";"    1012";"     778";"     234";"    37.9"
"282892";"A047048";"ZW10290";"GM0809";"2020JJ00";"     990";"     776";"     215";"    37.0"
"282893";"A047048";"ZW10290";"GM0809";"2021JJ00";"    1034";"     802";"     232";"    35.9"
"282894";"A047048";"ZW10290";"GM0809";"2022JJ00";"    1037";"     833";"     203";"    34.2"
"282895";"A047048";"ZW10290";"GM0331";"2018JJ00";"";"";"";"       ."
"282896";"A047048";"ZW10290";"GM0331";"2019JJ00";"";"";"";"       ."
"282897";"A047048";"ZW10290";"GM0331";"2020JJ00";"";"";"";"       ."
"282898";"A047048";"ZW10290";"GM0331";"2021JJ00";"";"";"";"       ."
"282899";"A047048";"ZW10290";"GM0331";"2022JJ00";"";"";"";"       ."
"282900";"A047048";"ZW10290";"GM0024";"2018JJ00";"";"";"";"       ."
"282901";"A047048";"ZW10290";"GM0024";"2019JJ00";"";"";"";"       ."
"282902";"A047048";"ZW10290";"GM0024";"2020JJ00";"";"";"";"       ."
"282903";"A047048";"ZW10290";"GM0024";"2021JJ00";"";"";"";"       ."
"282904";"A047048";"ZW10290";"GM0024";"2022JJ00";"";"";"";"       ."
"282905";"A047048";"ZW10290";"GM0168";"2018JJ00";"     938";"     708";"     230";"    37.7"
"282906";"A047048";"ZW10290";"GM0168";"2019JJ00";"";"";"";"       ."
"282907";"A047048";"ZW10290";"GM0168";"2020JJ00";"";"";"";"       ."
"282908";"A047048";"ZW10290";"GM0168";"2021JJ00";"     975";"     732";"     243";"    36.0"
"282909";"A047048";"ZW10290";"GM0168";"2022JJ00";"";"";"";"       ."
"282910";"A047048";"ZW10290";"GM0263";"2018JJ00";"";"";"";"       ."
"282911";"A047048";"ZW10290";"GM0263";"2019JJ00";"";"";"";"       ."
"282912";"A047048";"ZW10290";"GM0263";"2020JJ00";"";"";"";"       ."
"282913";"A047048";"ZW10290";"GM0263";"2021JJ00";"";"";"";"       ."
"282914";"A047048";"ZW10290";"GM0263";"2022JJ00";"";"";"";"       ."
"282915";"A047048";"ZW10290";"GM1641";"2018JJ00";"     912";"     689";"     223";"    41.9"
"282916";"A047048";"ZW10290";"GM1641";"2019JJ00";"     921";"     685";"     236";"    42.5"
"282917";"A047048";"ZW10290";"GM1641";"2020JJ00";"";"";"";"       ."
"282918";"A047048";"ZW10290";"GM1641";"2021JJ00";"     966";"     740";"     225";"    38.0"
"282919";"A047048";"ZW10290";"GM1641";"2022JJ00";"";"";"";"       ."
"282920";"A047048";"ZW10290";"GM1991";"2018JJ00";"";"";"";"       ."
"282921";"A047048";"ZW10290";"GM1991";"2019JJ00";"";"";"";"       ."
"282922";"A047048";"ZW10290";"GM1991";"2020JJ00";"";"";"";"       ."
"282923";"A047048";"ZW10290";"GM1991";"2021JJ00";"";"";"";"       ."
"282924";"A047048";"ZW10290";"GM1991";"2022JJ00";"    1115";"     915";"     200";"    36.5"
"282925";"A047048";"ZW10290";"GM0556";"2018JJ00";"    1010";"     793";"     216";"    37.1"
"282926";"A047048";"ZW10290";"GM0556";"2019JJ00";"    1019";"     796";"     223";"    36.2"
"282927";"A047048";"ZW10290";"GM0556";"2020JJ00";"    1047";"     839";"     208";"    34.6"
"282928";"A047048";"ZW10290";"GM0556";"2021JJ00";"    1073";"     853";"     219";"    34.7"
"282929";"A047048";"ZW10290";"GM0556";"2022JJ00";"";"";"";"       ."
"282930";"A047048";"ZW10290";"GM0935";"2018JJ00";"     977";"     769";"     208";"    38.3"
"282931";"A047048";"ZW10290";"GM0935";"2019JJ00";"    1004";"     784";"     221";"    38.3"
"282932";"A047048";"ZW10290";"GM0935";"2020JJ00";"    1016";"     816";"     200";"    37.8"
"282933";"A047048";"ZW10290";"GM0935";"2021JJ00";"    1087";"     868";"     220";"    38.2"
"282934";"A047048";"ZW10290";"GM0935";"2022JJ00";"    1104";"     904";"     201";"    36.1"
"282935";"A047048";"ZW10290";"GM0025";"2018JJ00";"";"";"";"       ."
"282936";"A047048";"ZW10290";"GM0025";"2019JJ00";"";"";"";"       ."
"282937";"A047048";"ZW10290";"GM0025";"2020JJ00";"";"";"";"       ."
"282938";"A047048";"ZW10290";"GM0025";"2021JJ00";"";"";"";"       ."
"282939";"A047048";"ZW10290";"GM0025";"2022JJ00";"";"";"";"       ."
"282940";"A047048";"ZW10290";"GM0420";"2018JJ00";"";"";"";"       ."
"282941";"A047048";"ZW10290";"GM0420";"2019JJ00";"";"";"";"       ."
"282942";"A047048";"ZW10290";"GM0420";"2020JJ00";"";"";"";"       ."
"282943";"A047048";"ZW10290";"GM0420";"2021JJ00";"";"";"";"       ."
"282944";"A047048";"ZW10290";"GM0420";"2022JJ00";"";"";"";"       ."
"282945";"A047048";"ZW10290";"GM0938";"2018JJ00";"     986";"     754";"     232";"    41.4"
"282946";"A047048";"ZW10290";"GM0938";"2019JJ00";"     969";"     728";"     241";"    40.3"
"282947";"A047048";"ZW10290";"GM0938";"2020JJ00";"";"";"";"       ."
"282948";"A047048";"ZW10290";"GM0938";"2021JJ00";"";"";"";"       ."
"282949";"A047048";"ZW10290";"GM0938";"2022JJ00";"";"";"";"       ."
"282950";"A047048";"ZW10290";"GM1948";"2018JJ00";"";"";"";"       ."
"282951";"A047048";"ZW10290";"GM1948";"2019JJ00";"    1063";"     826";"     236";"    39.3"
"282952";"A047048";"ZW10290";"GM1948";"2020JJ00";"";"";"";"       ."
"282953";"A047048";"ZW10290";"GM1948";"2021JJ00";"    1127";"     897";"     230";"    38.6"
"282954";"A047048";"ZW10290";"GM1948";"2022JJ00";"";"";"";"       ."
"282955";"A047048";"ZW10290";"GM0119";"2018JJ00";"     977";"     769";"     209";"    36.7"
"282956";"A047048";"ZW10290";"GM0119";"2019JJ00";"     982";"     767";"     216";"    34.2"
"282957";"A047048";"ZW10290";"GM0119";"2020JJ00";"     971";"     774";"     197";"    33.8"
"282958";"A047048";"ZW10290";"GM0119";"2021JJ00";"    1006";"     793";"     213";"    33.4"
"282959";"A047048";"ZW10290";"GM0119";"2022JJ00";"    1016";"     816";"     200";"    31.8"
"282960";"A047048";"ZW10290";"GM0687";"2018JJ00";"     842";"     644";"     199";"    35.7"
"282961";"A047048";"ZW10290";"GM0687";"2019JJ00";"     874";"     666";"     208";"    36.3"
"282962";"A047048";"ZW10290";"GM0687";"2020JJ00";"     872";"     685";"     187";"    34.4"
"282963";"A047048";"ZW10290";"GM0687";"2021JJ00";"     929";"     720";"     209";"    36.3"
"282964";"A047048";"ZW10290";"GM0687";"2022JJ00";"     941";"     773";"     169";"    33.1"
"282965";"A047048";"ZW10290";"GM1842";"2018JJ00";"";"";"";"       ."
"282966";"A047048";"ZW10290";"GM1842";"2019JJ00";"";"";"";"       ."
"282967";"A047048";"ZW10290";"GM1842";"2020JJ00";"";"";"";"       ."
"282968";"A047048";"ZW10290";"GM1842";"2021JJ00";"    1298";"    1033";"     265";"    38.7"
"282969";"A047048";"ZW10290";"GM1842";"2022JJ00";"";"";"";"       ."
"282970";"A047048";"ZW10290";"GM1731";"2018JJ00";"    1017";"     752";"     265";"    36.4"
"282971";"A047048";"ZW10290";"GM1731";"2019JJ00";"    1035";"     759";"     276";"    38.0"
"282972";"A047048";"ZW10290";"GM1731";"2020JJ00";"    1040";"     788";"     251";"    36.6"
"282973";"A047048";"ZW10290";"GM1731";"2021JJ00";"";"";"";"       ."
"282974";"A047048";"ZW10290";"GM1731";"2022JJ00";"";"";"";"       ."
"282975";"A047048";"ZW10290";"GM1952";"2018JJ00";"     819";"     581";"     237";"    35.5"
"282976";"A047048";"ZW10290";"GM1952";"2019JJ00";"     862";"     609";"     253";"    36.0"
"282977";"A047048";"ZW10290";"GM1952";"2020JJ00";"     844";"     617";"     228";"    34.8"
"282978";"A047048";"ZW10290";"GM1952";"2021JJ00";"     895";"     650";"     245";"    34.7"
"282979";"A047048";"ZW10290";"GM1952";"2022JJ00";"     887";"     663";"     225";"    32.7"
"282980";"A047048";"ZW10290";"GM0815";"2018JJ00";"";"";"";"       ."
"282981";"A047048";"ZW10290";"GM0815";"2019JJ00";"";"";"";"       ."
"282982";"A047048";"ZW10290";"GM0815";"2020JJ00";"";"";"";"       ."
"282983";"A047048";"ZW10290";"GM0815";"2021JJ00";"";"";"";"       ."
"282984";"A047048";"ZW10290";"GM0815";"2022JJ00";"";"";"";"       ."
"282985";"A047048";"ZW10290";"GM1709";"2018JJ00";"     944";"     713";"     230";"    39.1"
"282986";"A047048";"ZW10290";"GM1709";"2019JJ00";"     978";"     730";"     248";"    38.0"
"282987";"A047048";"ZW10290";"GM1709";"2020JJ00";"";"";"";"       ."
"282988";"A047048";"ZW10290";"GM1709";"2021JJ00";"";"";"";"       ."
"282989";"A047048";"ZW10290";"GM1709";"2022JJ00";"";"";"";"       ."
"282990";"A047048";"ZW10290";"GM1978";"2018JJ00";"";"";"";"       ."
"282991";"A047048";"ZW10290";"GM1978";"2019JJ00";"";"";"";"       ."
"282992";"A047048";"ZW10290";"GM1978";"2020JJ00";"";"";"";"       ."
"282993";"A047048";"ZW10290";"GM1978";"2021JJ00";"";"";"";"       ."
"282994";"A047048";"ZW10290";"GM1978";"2022JJ00";"";"";"";"       ."
"282995";"A047048";"ZW10290";"GM1927";"2018JJ00";"";"";"";"       ."
"282996";"A047048";"ZW10290";"GM1927";"2019JJ00";"";"";"";"       ."
"282997";"A047048";"ZW10290";"GM1927";"2020JJ00";"";"";"";"       ."
"282998";"A047048";"ZW10290";"GM1927";"2021JJ00";"";"";"";"       ."
"282999";"A047048";"ZW10290";"GM1927";"2022JJ00";"";"";"";"       ."
"283000";"A047048";"ZW10290";"GM1955";"2018JJ00";"     917";"     689";"     228";"    37.5"
"283001";"A047048";"ZW10290";"GM1955";"2019JJ00";"     948";"     712";"     236";"    38.0"
"283002";"A047048";"ZW10290";"GM1955";"2020JJ00";"     952";"     735";"     217";"    36.6"
"283003";"A047048";"ZW10290";"GM1955";"2021JJ00";"     981";"     748";"     233";"    36.9"
"283004";"A047048";"ZW10290";"GM1955";"2022JJ00";"     992";"     774";"     219";"    34.9"
"283005";"A047048";"ZW10290";"GM0335";"2018JJ00";"";"";"";"       ."
"283006";"A047048";"ZW10290";"GM0335";"2019JJ00";"";"";"";"       ."
"283007";"A047048";"ZW10290";"GM0335";"2020JJ00";"";"";"";"       ."
"283008";"A047048";"ZW10290";"GM0335";"2021JJ00";"";"";"";"       ."
"283009";"A047048";"ZW10290";"GM0335";"2022JJ00";"";"";"";"       ."
"283010";"A047048";"ZW10290";"GM0944";"2018JJ00";"";"";"";"       ."
"283011";"A047048";"ZW10290";"GM0944";"2019JJ00";"    1113";"     884";"     229";"    39.3"
"283012";"A047048";"ZW10290";"GM0944";"2020JJ00";"    1057";"     851";"     206";"    37.7"
"283013";"A047048";"ZW10290";"GM0944";"2021JJ00";"    1087";"     859";"     228";"    35.8"
"283014";"A047048";"ZW10290";"GM0944";"2022JJ00";"    1142";"     920";"     222";"    32.5"
"283015";"A047048";"ZW10290";"GM1740";"2018JJ00";"";"";"";"       ."
"283016";"A047048";"ZW10290";"GM1740";"2019JJ00";"";"";"";"       ."
"283017";"A047048";"ZW10290";"GM1740";"2020JJ00";"";"";"";"       ."
"283018";"A047048";"ZW10290";"GM1740";"2021JJ00";"";"";"";"       ."
"283019";"A047048";"ZW10290";"GM1740";"2022JJ00";"";"";"";"       ."
"283020";"A047048";"ZW10290";"GM0946";"2018JJ00";"";"";"";"       ."
"283021";"A047048";"ZW10290";"GM0946";"2019JJ00";"";"";"";"       ."
"283022";"A047048";"ZW10290";"GM0946";"2020JJ00";"";"";"";"       ."
"283023";"A047048";"ZW10290";"GM0946";"2021JJ00";"";"";"";"       ."
"283024";"A047048";"ZW10290";"GM0946";"2022JJ00";"";"";"";"       ."
"283025";"A047048";"ZW10290";"GM0304";"2018JJ00";"";"";"";"       ."
"283026";"A047048";"ZW10290";"GM0304";"2019JJ00";"";"";"";"       ."
"283027";"A047048";"ZW10290";"GM0304";"2020JJ00";"";"";"";"       ."
"283028";"A047048";"ZW10290";"GM0304";"2021JJ00";"";"";"";"       ."
"283029";"A047048";"ZW10290";"GM0304";"2022JJ00";"";"";"";"       ."
"283030";"A047048";"ZW10290";"GM0356";"2018JJ00";"";"";"";"       ."
"283031";"A047048";"ZW10290";"GM0356";"2019JJ00";"";"";"";"       ."
"283032";"A047048";"ZW10290";"GM0356";"2020JJ00";"";"";"";"       ."
"283033";"A047048";"ZW10290";"GM0356";"2021JJ00";"    1034";"     837";"     197";"    32.2"
"283034";"A047048";"ZW10290";"GM0356";"2022JJ00";"";"";"";"       ."
"283035";"A047048";"ZW10290";"GM0569";"2018JJ00";"";"";"";"       ."
"283036";"A047048";"ZW10290";"GM0569";"2019JJ00";"";"";"";"       ."
"283037";"A047048";"ZW10290";"GM0569";"2020JJ00";"";"";"";"       ."
"283038";"A047048";"ZW10290";"GM0569";"2021JJ00";"";"";"";"       ."
"283039";"A047048";"ZW10290";"GM0569";"2022JJ00";"";"";"";"       ."
"283040";"A047048";"ZW10290";"GM0267";"2018JJ00";"";"";"";"       ."
"283041";"A047048";"ZW10290";"GM0267";"2019JJ00";"";"";"";"       ."
"283042";"A047048";"ZW10290";"GM0267";"2020JJ00";"";"";"";"       ."
"283043";"A047048";"ZW10290";"GM0267";"2021JJ00";"    1158";"     943";"     215";"    36.0"
"283044";"A047048";"ZW10290";"GM0267";"2022JJ00";"";"";"";"       ."
"283045";"A047048";"ZW10290";"GM0268";"2018JJ00";"     935";"     761";"     174";"    35.0"
"283046";"A047048";"ZW10290";"GM0268";"2019JJ00";"     988";"     808";"     181";"    34.3"
"283047";"A047048";"ZW10290";"GM0268";"2020JJ00";"     984";"     823";"     162";"    32.0"
"283048";"A047048";"ZW10290";"GM0268";"2021JJ00";"    1046";"     875";"     172";"    33.3"
"283049";"A047048";"ZW10290";"GM0268";"2022JJ00";"";"";"";"       ."
"283050";"A047048";"ZW10290";"GM1930";"2018JJ00";"";"";"";"       ."
"283051";"A047048";"ZW10290";"GM1930";"2019JJ00";"";"";"";"       ."
"283052";"A047048";"ZW10290";"GM1930";"2020JJ00";"";"";"";"       ."
"283053";"A047048";"ZW10290";"GM1930";"2021JJ00";"";"";"";"       ."
"283054";"A047048";"ZW10290";"GM1930";"2022JJ00";"";"";"";"       ."
"283055";"A047048";"ZW10290";"GM1970";"2018JJ00";"";"";"";"       ."
"283056";"A047048";"ZW10290";"GM1970";"2019JJ00";"     933";"     652";"     281";"    36.3"
"283057";"A047048";"ZW10290";"GM1970";"2020JJ00";"";"";"";"       ."
"283058";"A047048";"ZW10290";"GM1970";"2021JJ00";"     957";"     676";"     280";"    36.3"
"283059";"A047048";"ZW10290";"GM1970";"2022JJ00";"";"";"";"       ."
"283060";"A047048";"ZW10290";"GM1695";"2018JJ00";"";"";"";"       ."
"283061";"A047048";"ZW10290";"GM1695";"2019JJ00";"     919";"     677";"     242";"    40.6"
"283062";"A047048";"ZW10290";"GM1695";"2020JJ00";"     898";"     680";"     218";"    39.0"
"283063";"A047048";"ZW10290";"GM1695";"2021JJ00";"";"";"";"       ."
"283064";"A047048";"ZW10290";"GM1695";"2022JJ00";"";"";"";"       ."
"283065";"A047048";"ZW10290";"GM1699";"2018JJ00";"     889";"     672";"     217";"    38.0"
"283066";"A047048";"ZW10290";"GM1699";"2019JJ00";"     914";"     682";"     232";"    39.0"
"283067";"A047048";"ZW10290";"GM1699";"2020JJ00";"     935";"     722";"     213";"    37.7"
"283068";"A047048";"ZW10290";"GM1699";"2021JJ00";"     968";"     738";"     229";"    37.4"
"283069";"A047048";"ZW10290";"GM1699";"2022JJ00";"     985";"     773";"     212";"    34.6"
"283070";"A047048";"ZW10290";"GM0171";"2018JJ00";"";"";"";"       ."
"283071";"A047048";"ZW10290";"GM0171";"2019JJ00";"";"";"";"       ."
"283072";"A047048";"ZW10290";"GM0171";"2020JJ00";"";"";"";"       ."
"283073";"A047048";"ZW10290";"GM0171";"2021JJ00";"";"";"";"       ."
"283074";"A047048";"ZW10290";"GM0171";"2022JJ00";"";"";"";"       ."
"283075";"A047048";"ZW10290";"GM0575";"2018JJ00";"";"";"";"       ."
"283076";"A047048";"ZW10290";"GM0575";"2019JJ00";"";"";"";"       ."
"283077";"A047048";"ZW10290";"GM0575";"2020JJ00";"";"";"";"       ."
"283078";"A047048";"ZW10290";"GM0575";"2021JJ00";"";"";"";"       ."
"283079";"A047048";"ZW10290";"GM0575";"2022JJ00";"";"";"";"       ."
"283080";"A047048";"ZW10290";"GM0576";"2018JJ00";"";"";"";"       ."
"283081";"A047048";"ZW10290";"GM0576";"2019JJ00";"";"";"";"       ."
"283082";"A047048";"ZW10290";"GM0576";"2020JJ00";"";"";"";"       ."
"283083";"A047048";"ZW10290";"GM0576";"2021JJ00";"";"";"";"       ."
"283084";"A047048";"ZW10290";"GM0576";"2022JJ00";"";"";"";"       ."
"283085";"A047048";"ZW10290";"GM0820";"2018JJ00";"    1094";"     891";"     203";"    41.4"
"283086";"A047048";"ZW10290";"GM0820";"2019JJ00";"    1123";"     912";"     211";"    40.8"
"283087";"A047048";"ZW10290";"GM0820";"2020JJ00";"    1150";"     963";"     188";"    40.3"
"283088";"A047048";"ZW10290";"GM0820";"2021JJ00";"    1195";"     992";"     202";"    40.4"
"283089";"A047048";"ZW10290";"GM0820";"2022JJ00";"";"";"";"       ."
"283090";"A047048";"ZW10290";"GM0302";"2018JJ00";"";"";"";"       ."
"283091";"A047048";"ZW10290";"GM0302";"2019JJ00";"";"";"";"       ."
"283092";"A047048";"ZW10290";"GM0302";"2020JJ00";"";"";"";"       ."
"283093";"A047048";"ZW10290";"GM0302";"2021JJ00";"     947";"     730";"     216";"    34.1"
"283094";"A047048";"ZW10290";"GM0302";"2022JJ00";"";"";"";"       ."
"283095";"A047048";"ZW10290";"GM0951";"2018JJ00";"     875";"     643";"     232";"    41.3"
"283096";"A047048";"ZW10290";"GM0951";"2019JJ00";"";"";"";"       ."
"283097";"A047048";"ZW10290";"GM0951";"2020JJ00";"";"";"";"       ."
"283098";"A047048";"ZW10290";"GM0951";"2021JJ00";"";"";"";"       ."
"283099";"A047048";"ZW10290";"GM0951";"2022JJ00";"";"";"";"       ."
"283100";"A047048";"ZW10290";"GM0579";"2018JJ00";"    1245";"    1021";"     224";"    38.1"
"283101";"A047048";"ZW10290";"GM0579";"2019JJ00";"    1276";"    1038";"     238";"    37.9"
"283102";"A047048";"ZW10290";"GM0579";"2020JJ00";"    1297";"    1073";"     224";"    37.5"
"283103";"A047048";"ZW10290";"GM0579";"2021JJ00";"    1365";"    1122";"     243";"    37.0"
"283104";"A047048";"ZW10290";"GM0579";"2022JJ00";"    1385";"    1160";"     225";"    36.0"
"283105";"A047048";"ZW10290";"GM0823";"2018JJ00";"";"";"";"       ."
"283106";"A047048";"ZW10290";"GM0823";"2019JJ00";"";"";"";"       ."
"283107";"A047048";"ZW10290";"GM0823";"2020JJ00";"";"";"";"       ."
"283108";"A047048";"ZW10290";"GM0823";"2021JJ00";"";"";"";"       ."
"283109";"A047048";"ZW10290";"GM0823";"2022JJ00";"";"";"";"       ."
"283110";"A047048";"ZW10290";"GM0824";"2018JJ00";"    1087";"     864";"     224";"    42.8"
"283111";"A047048";"ZW10290";"GM0824";"2019JJ00";"    1120";"     889";"     231";"    41.2"
"283112";"A047048";"ZW10290";"GM0824";"2020JJ00";"";"";"";"       ."
"283113";"A047048";"ZW10290";"GM0824";"2021JJ00";"";"";"";"       ."
"283114";"A047048";"ZW10290";"GM0824";"2022JJ00";"";"";"";"       ."
"283115";"A047048";"ZW10290";"GM1895";"2018JJ00";"     852";"     609";"     244";"    38.9"
"283116";"A047048";"ZW10290";"GM1895";"2019JJ00";"     889";"     637";"     251";"    38.3"
